produto_id,nome_produto,categoria,data_venda,quantidade,preco_unitario,total_venda,Venda
P002,Tablet,Eletrônicos,2023-03-02,4,3500,14000.0,
P001,Tablet,Eletrônicos,,1,2000,2000.0,
P002,Tablet,Eletrônicos,2023-03-02,3,3500,10500.0,2023-01576
P003,Tablet,Eletrônicos,2023-03-02,4,1500,6000.0,2023-01577
P002,Tablet,Eletrônicos,2023-03-02,5,3500,17500.0,2023-01578
P005,Tablet,Acessórios,2023-03-02,5,100,500.0,2023-01579
P003,Tablet,Eletrônicos,,5,1500,7500.0,
P004,Tablet,Acessórios,2023-03-02,1,50,50.0,2023-01581
P004,Tablet,Acessórios,2023-03-02,5,50,250.0,
P005,Tablet,Acessórios,2023-03-02,1,100,100.0,
P005,Tablet,Acessórios,2023-03-02,2,100,200.0,
P003,Tablet,Eletrônicos,2023-03-02,5,1500,7500.0,
P001,Tablet,Eletrônicos,2023-03-02,1,2000,2000.0,
P005,Tablet,Acessórios,2023-03-02,5,100,500.0,
P001,Tablet,Eletrônicos,2023-03-02,1,2000,2000.0,
P005,Tablet,Acessórios,2023-03-02,2,100,200.0,2023-01589
P004,Tablet,Acessórios,2023-03-02,4,50,200.0,2023-01590
P004,Tablet,Acessórios,2023-03-02,5,50,250.0,
P003,Tablet,Eletrônicos,,1,1500,1500.0,2023-01592
P003,Tablet,Eletrônicos,2023-03-02,-3,1500,4500.0,
P001,Tablet,Eletrônicos,2023-03-02,2,2000,4000.0,2023-01594
P002,Tablet,Eletrônicos,2023-03-02,3,3500,10500.0,2023-01595
P001,Tablet,Eletrônicos,2023-03-02,1,2000,,
P005,Tablet,Acessórios,2023-03-02,4,100,400.0,
P004,Tablet,Acessórios,2023-03-02,1,50,50.0,
P002,Tablet,Eletrônicos,2023-03-02,1,3500,3500.0,
P002,Tablet,Eletrônicos,2023-03-02,3,3500,10500.0,
P005,Tablet,Acessórios,2023-03-02,4,100,400.0,
P002,Tablet,Eletrônicos,2023-03-02,2,3500,7000.0,
P005,Tablet,Acessórios,2023-03-03,1,100,100.0,
P002,Tablet,Eletrônicos,2023-03-03,5,3500,17500.0,
P005,Tablet,Acessórios,2023-03-03,4,100,400.0,
P004,Tablet,Acessórios,2023-03-03,2,50,100.0,
P005,Tablet,Acessórios,2023-03-03,3,100,300.0,
P005,Tablet,Acessórios,2023-03-03,2,100,200.0,
P002,Tablet,Eletrônicos,2023-03-03,3,3500,10500.0,
P001,Tablet,Eletrônicos,2023-03-03,1,2000,2000.0,
P001,Tablet,Eletrônicos,,5,2000,10000.0,
P003,Tablet,Eletrônicos,2023-03-03,3,1500,4500.0,
P005,Tablet,Acessórios,2023-03-03,2,100,200.0,
P001,Tablet,Eletrônicos,2023-03-03,4,2000,8000.0,
P003,Tablet,Eletrônicos,2023-03-03,3,1500,4500.0,2023-01615
P004,Tablet,Acessórios,2023-03-03,5,50,250.0,2023-01616
P004,Tablet,Acessórios,2023-03-03,2,50,100.0,
P001,Tablet,Eletrônicos,2023-03-03,3,2000,6000.0,2023-01618
P001,Tablet,Eletrônicos,2023-03-03,4,2000,8000.0,2023-01619
P003,Tablet,Eletrônicos,2023-03-03,3,1500,4500.0,
P004,Tablet,Acessórios,2023-03-03,5,50,250.0,
P001,Tablet,Eletrônicos,2023-03-03,2,2000,4000.0,
P003,Tablet,Eletrônicos,2023-03-03,2,1500,3000.0,2023-01623
P005,Tablet,Acessórios,2023-03-03,5,100,500.0,
P003,Tablet,Eletrônicos,2023-03-03,4,1500,6000.0,
P003,Tablet,Eletrônicos,2023-03-03,1,1500,1500.0,
P004,Tablet,Acessórios,2023-03-03,3,50,150.0,2023-01627
P005,Tablet,Acessórios,2023-03-03,5,100,500.0,
P003,Tablet,Eletrônicos,2023-03-03,2,1500,3000.0,
P002,Tablet,Eletrônicos,2023-03-03,2,3500,7000.0,2023-01630
P001,Tablet,Eletrônicos,2023-03-03,3,2000,6000.0,
P003,Tablet,Eletrônicos,2023-03-03,-5,1500,7500.0,
P005,Tablet,Acessórios,2023-03-03,2,100,200.0,2023-01633
P002,Tablet,Eletrônicos,2023-03-03,1,3500,3500.0,2023-01634
P005,Tablet,Acessórios,2023-03-03,3,100,300.0,2023-01635
P005,Tablet,Acessórios,2023-03-03,4,100,400.0,
P005,Tablet,Acessórios,2023-03-03,4,100,400.0,
P001,Tablet,Eletrônicos,2023-03-04,1,2000,2000.0,
P004,Tablet,Acessórios,2023-03-04,2,50,100.0,2023-01639
P004,Tablet,Acessórios,2023-03-04,3,50,150.0,2023-01640
P004,Tablet,Acessórios,2023-03-04,2,50,100.0,
P003,Tablet,Eletrônicos,2023-03-04,5,1500,7500.0,
P004,Tablet,Acessórios,2023-03-04,3,50,150.0,
P005,Tablet,Acessórios,2023-03-04,4,100,400.0,
P005,Tablet,Acessórios,2023-03-04,3,100,300.0,2023-01645
P004,Tablet,Acessórios,2023-03-04,2,50,100.0,2023-01646
P002,Tablet,Eletrônicos,2023-03-04,2,3500,7000.0,
P003,Tablet,Eletrônicos,2023-03-04,1,1500,1500.0,
P001,Tablet,Eletrônicos,2023-03-04,1,2000,2000.0,2023-01649
P004,Tablet,Acessórios,2023-03-04,2,50,100.0,2023-01650
P005,Tablet,Acessórios,,3,100,,
P001,Tablet,Eletrônicos,2023-03-04,2,2000,4000.0,2023-01652
P002,Tablet,Eletrônicos,2023-03-04,3,3500,10500.0,2023-01653
P004,Tablet,Acessórios,2023-03-04,1,50,50.0,
P002,Tablet,Eletrônicos,2023-03-04,4,3500,14000.0,2023-01655
P005,Tablet,Acessórios,2023-03-04,2,100,200.0,
P002,Tablet,Eletrônicos,,2,3500,7000.0,
P004,Tablet,Acessórios,2023-03-04,5,50,250.0,
P005,Tablet,Acessórios,2023-03-04,3,100,300.0,
P001,Tablet,Eletrônicos,2023-03-05,4,2000,8000.0,
P003,Tablet,Eletrônicos,2023-03-05,4,1500,6000.0,
P002,Tablet,Eletrônicos,2023-03-05,3,3500,10500.0,2023-01662
P001,Tablet,Eletrônicos,,4,2000,8000.0,2023-01663
P003,Tablet,Eletrônicos,2023-03-05,1,1500,1500.0,
P002,Tablet,Eletrônicos,2023-03-05,3,3500,10500.0,
P001,Tablet,Eletrônicos,2023-03-05,1,2000,2000.0,
P005,Tablet,Acessórios,2023-03-05,5,100,500.0,
P003,Tablet,Eletrônicos,2023-03-05,4,1500,6000.0,2023-01668
P003,Tablet,Eletrônicos,2023-03-05,5,1500,7500.0,2023-01669
P003,Tablet,Eletrônicos,2023-03-05,2,1500,3000.0,
P005,Tablet,Acessórios,2023-03-05,5,100,500.0,
P004,Tablet,Acessórios,2023-03-05,1,50,50.0,
P004,Tablet,Acessórios,2023-03-05,3,50,150.0,
P005,Tablet,Acessórios,2023-03-05,4,100,400.0,
P004,Tablet,Acessórios,2023-03-05,5,50,250.0,2023-01675
P001,Tablet,Eletrônicos,2023-03-05,2,2000,4000.0,
P002,Tablet,Eletrônicos,2023-03-05,2,3500,7000.0,
P002,Tablet,Eletrônicos,2023-03-05,1,3500,3500.0,
P004,Tablet,Acessórios,2023-03-05,5,50,250.0,
P004,Tablet,Acessórios,2023-03-05,2,50,100.0,
P002,Tablet,Eletrônicos,2023-03-05,1,3500,3500.0,
P004,Tablet,Acessórios,2023-03-05,5,50,250.0,2023-01682
P004,Tablet,Acessórios,2023-03-05,2,50,100.0,2023-01683
P005,Tablet,Acessórios,2023-03-05,1,100,100.0,
P002,Tablet,Eletrônicos,2023-03-05,3,3500,10500.0,2023-01685
P001,Tablet,Eletrônicos,2023-03-05,2,2000,4000.0,2023-01686
P001,Tablet,Eletrônicos,,3,2000,6000.0,2023-01687
P003,Tablet,Eletrônicos,2023-03-05,4,1500,6000.0,
P003,Tablet,Eletrônicos,2023-03-06,5,1500,7500.0,
P001,Tablet,Eletrônicos,2023-03-06,5,2000,10000.0,
P003,Tablet,Eletrônicos,2023-03-06,4,1500,6000.0,2023-01691
P005,Tablet,Acessórios,2023-03-06,1,100,100.0,
P002,Tablet,Eletrônicos,2023-03-06,4,3500,14000.0,
P005,Tablet,Acessórios,2023-03-06,1,100,100.0,
P005,Tablet,Acessórios,2023-03-06,1,100,100.0,
P005,Tablet,Acessórios,2023-03-06,5,100,500.0,
P003,Tablet,Eletrônicos,2023-03-06,2,1500,3000.0,2023-01697
P004,Tablet,Acessórios,2023-03-06,5,50,250.0,2023-01698
P005,Tablet,Acessórios,2023-03-06,1,100,100.0,
P001,Tablet,Eletrônicos,2023-03-06,2,2000,4000.0,
P004,Tablet,Acessórios,2023-03-06,5,50,250.0,2023-01701
P003,Tablet,Eletrônicos,2023-03-06,1,1500,1500.0,
P001,Tablet,Eletrônicos,2023-03-06,4,2000,8000.0,
P005,Tablet,Acessórios,2023-03-06,4,100,400.0,
P005,Tablet,Acessórios,2023-03-06,-4,100,400.0,
P003,Tablet,Eletrônicos,2023-03-06,4,1500,6000.0,2023-01706
P001,Tablet,Eletrônicos,2023-03-06,3,2000,6000.0,
P005,Tablet,Acessórios,2023-03-06,2,100,200.0,
P003,Tablet,Eletrônicos,2023-03-06,1,1500,1500.0,
P003,Tablet,Eletrônicos,2023-03-06,2,1500,3000.0,
P002,Tablet,Eletrônicos,2023-03-06,-3,3500,10500.0,
P001,Tablet,Eletrônicos,2023-03-06,3,2000,6000.0,
P001,Tablet,Eletrônicos,2023-03-06,5,2000,10000.0,
P005,Tablet,Acessórios,2023-03-06,1,100,100.0,
P004,Tablet,Acessórios,2023-03-06,2,50,100.0,
P001,Tablet,Eletrônicos,2023-03-06,5,2000,10000.0,
P001,Tablet,Eletrônicos,2023-03-06,3,2000,6000.0,
P003,Tablet,Eletrônicos,2023-03-06,4,1500,6000.0,
P003,Tablet,Eletrônicos,2023-03-07,4,1500,6000.0,
P001,Tablet,Eletrônicos,2023-03-07,4,2000,8000.0,
P005,Tablet,Acessórios,,5,100,500.0,
P005,Tablet,Acessórios,2023-03-07,5,100,500.0,
P001,Tablet,Eletrônicos,2023-03-07,5,2000,10000.0,
P003,Tablet,Eletrônicos,2023-03-07,5,1500,7500.0,
P002,Tablet,Eletrônicos,2023-03-07,5,3500,17500.0,2023-01725
P002,Tablet,Eletrônicos,2023-03-07,4,3500,14000.0,
P002,Tablet,Eletrônicos,,1,3500,3500.0,2023-01727
P003,Tablet,Eletrônicos,2023-03-07,3,1500,,
P003,Tablet,Eletrônicos,2023-03-07,1,1500,1500.0,2023-01729
P001,Tablet,Eletrônicos,2023-03-07,5,2000,10000.0,
P003,Tablet,Eletrônicos,2023-03-07,1,1500,1500.0,
P004,Tablet,Acessórios,2023-03-07,5,50,250.0,
P003,Tablet,Eletrônicos,2023-03-07,1,1500,1500.0,
P004,Tablet,Acessórios,2023-03-07,1,50,50.0,
P002,Tablet,Eletrônicos,2023-03-07,4,3500,14000.0,
P003,Tablet,Eletrônicos,2023-03-07,4,1500,6000.0,
P003,Tablet,Eletrônicos,,3,1500,4500.0,
P003,Tablet,Eletrônicos,2023-03-07,4,1500,6000.0,
P003,Tablet,Eletrônicos,2023-03-07,4,1500,6000.0,
P002,Tablet,Eletrônicos,,3,3500,10500.0,2023-01740
P004,Tablet,Acessórios,2023-03-07,3,50,150.0,
P002,Tablet,Eletrônicos,2023-03-07,4,3500,14000.0,
P001,Tablet,Eletrônicos,2023-03-08,5,2000,10000.0,
P005,Tablet,Acessórios,2023-03-08,1,100,100.0,
P001,Tablet,Eletrônicos,2023-03-08,5,2000,10000.0,
P003,Tablet,Eletrônicos,2023-03-08,2,1500,3000.0,
P005,Tablet,Acessórios,2023-03-08,5,100,500.0,2023-01747
P002,Tablet,Eletrônicos,2023-03-08,1,3500,3500.0,
P003,Tablet,Eletrônicos,2023-03-08,2,1500,3000.0,
P003,Tablet,Eletrônicos,2023-03-08,2,1500,3000.0,
P005,Tablet,Acessórios,2023-03-08,5,100,,
P002,Tablet,Eletrônicos,2023-03-08,2,3500,7000.0,
P003,Tablet,Eletrônicos,2023-03-08,1,1500,1500.0,
P004,Tablet,Acessórios,2023-03-08,4,50,200.0,2023-01754
P004,Tablet,Acessórios,2023-03-08,-3,50,150.0,2023-01755
P005,Tablet,Acessórios,2023-03-08,4,100,400.0,
P004,Tablet,Acessórios,2023-03-08,3,50,150.0,
P001,Tablet,Eletrônicos,2023-03-08,4,2000,8000.0,2023-01758
P002,Tablet,Eletrônicos,2023-03-08,5,3500,17500.0,
P001,Tablet,Eletrônicos,2023-03-08,4,2000,8000.0,
P001,Tablet,Eletrônicos,2023-03-08,1,2000,2000.0,
P004,Tablet,Acessórios,2023-03-08,2,50,100.0,2023-01762
P004,Tablet,Acessórios,2023-03-08,4,50,200.0,
P001,Tablet,Eletrônicos,2023-03-08,1,2000,2000.0,
P003,Tablet,Eletrônicos,2023-03-08,2,1500,3000.0,
P003,Tablet,Eletrônicos,2023-03-08,1,1500,1500.0,
P004,Tablet,Acessórios,2023-03-08,3,50,150.0,
P002,Tablet,Eletrônicos,2023-03-08,4,3500,14000.0,2023-01768
P005,Tablet,Acessórios,2023-03-08,3,100,300.0,
P002,Tablet,Eletrônicos,2023-03-08,1,3500,3500.0,
P002,Tablet,Eletrônicos,2023-03-08,1,3500,3500.0,
P005,Tablet,Acessórios,2023-03-08,5,100,500.0,
P003,Tablet,Eletrônicos,2023-03-08,3,1500,4500.0,2023-01773
P002,Tablet,Eletrônicos,2023-03-08,1,3500,3500.0,
P005,Tablet,Acessórios,2023-03-09,5,100,500.0,
P002,Tablet,Eletrônicos,2023-03-09,2,3500,7000.0,2023-01776
P001,Tablet,Eletrônicos,2023-03-09,5,2000,10000.0,
P001,Tablet,Eletrônicos,2023-03-09,3,2000,6000.0,
P001,Tablet,Eletrônicos,2023-03-09,5,2000,10000.0,2023-01779
P005,Tablet,Acessórios,2023-03-09,5,100,500.0,2023-01780
P004,Tablet,Acessórios,2023-03-09,4,50,200.0,
P001,Tablet,Eletrônicos,2023-03-09,3,2000,6000.0,
P002,Tablet,Eletrônicos,2023-03-09,4,3500,14000.0,2023-01783
P002,Tablet,Eletrônicos,2023-03-09,4,3500,14000.0,
P003,Tablet,Eletrônicos,2023-03-09,5,1500,7500.0,
P004,Tablet,Acessórios,2023-03-09,1,50,50.0,
P003,Tablet,Eletrônicos,2023-03-09,2,1500,3000.0,2023-01787
P005,Tablet,Acessórios,2023-03-09,3,100,300.0,
P005,Tablet,Acessórios,2023-03-09,3,100,300.0,
P001,Tablet,Eletrônicos,2023-03-09,4,2000,8000.0,
P001,Tablet,Eletrônicos,2023-03-09,1,2000,2000.0,
P001,Tablet,Eletrônicos,2023-03-09,2,2000,4000.0,
P001,Tablet,Eletrônicos,2023-03-09,2,2000,4000.0,2023-01793
P002,Tablet,Eletrônicos,2023-03-10,5,3500,17500.0,
P003,Tablet,Eletrônicos,2023-03-10,4,1500,6000.0,
P001,Tablet,Eletrônicos,2023-03-10,5,2000,10000.0,
P005,Tablet,Acessórios,2023-03-10,4,100,400.0,2023-01797
P004,Tablet,Acessórios,2023-03-10,3,50,150.0,2023-01798
P005,Tablet,Acessórios,2023-03-10,3,100,300.0,
P002,Tablet,Eletrônicos,2023-03-10,2,3500,7000.0,
P003,Tablet,Eletrônicos,2023-03-10,2,1500,3000.0,
P002,Tablet,Eletrônicos,2023-03-10,1,3500,3500.0,2023-01802
P005,Tablet,Acessórios,2023-03-10,4,100,400.0,2023-01803
P003,Tablet,Eletrônicos,2023-03-10,4,1500,6000.0,
P004,Tablet,Acessórios,2023-03-10,3,50,150.0,2023-01805
P003,Tablet,Eletrônicos,2023-03-10,5,1500,7500.0,
P001,Tablet,Eletrônicos,2023-03-10,2,2000,4000.0,
P002,Tablet,Eletrônicos,2023-03-10,5,3500,17500.0,
P005,Tablet,Acessórios,2023-03-10,3,100,300.0,2023-01809
P003,Tablet,Eletrônicos,2023-03-10,4,1500,,
P005,Tablet,Acessórios,2023-03-10,4,100,400.0,
P001,Tablet,Eletrônicos,,1,2000,,2023-01812
P005,Tablet,Acessórios,,4,100,400.0,2023-01813
P004,Tablet,Acessórios,2023-03-10,5,50,250.0,
P002,Tablet,Eletrônicos,2023-03-10,5,3500,17500.0,
P004,Tablet,Acessórios,2023-03-10,3,50,150.0,
P005,Tablet,Acessórios,2023-03-10,2,100,200.0,
P002,Tablet,Eletrônicos,2023-03-10,3,3500,10500.0,2023-01818
P005,Tablet,Acessórios,2023-03-10,5,100,500.0,2023-01819
P003,Tablet,Eletrônicos,,-3,1500,4500.0,
P001,Tablet,Eletrônicos,2023-03-10,1,2000,2000.0,
P002,Tablet,Eletrônicos,2023-03-10,1,3500,3500.0,
P004,Tablet,Acessórios,2023-03-10,-4,50,200.0,
P005,Tablet,Acessórios,,1,100,100.0,
P001,Tablet,Eletrônicos,2023-03-10,2,2000,4000.0,
P003,Tablet,Eletrônicos,2023-03-10,1,1500,1500.0,2023-01826
P005,Tablet,Acessórios,2023-03-10,4,100,400.0,
P001,Tablet,Eletrônicos,2023-03-10,3,2000,6000.0,
P001,Tablet,Eletrônicos,,5,2000,10000.0,
P005,Tablet,Acessórios,2023-03-11,-5,100,500.0,
P004,Tablet,Acessórios,2023-03-11,5,50,250.0,2023-01831
P004,Tablet,Acessórios,2023-03-11,2,50,100.0,2023-01832
P001,Tablet,Eletrônicos,2023-03-11,3,2000,6000.0,
P005,Tablet,Acessórios,2023-03-11,5,100,500.0,
P002,Tablet,Eletrônicos,2023-03-11,2,3500,7000.0,2023-01835
P004,Tablet,Acessórios,2023-03-11,3,50,150.0,
P001,Tablet,Eletrônicos,2023-03-11,2,2000,4000.0,
P005,Tablet,Acessórios,2023-03-11,5,100,500.0,
P002,Tablet,Eletrônicos,2023-03-11,5,3500,17500.0,
P001,Tablet,Eletrônicos,2023-03-11,4,2000,8000.0,
P001,Tablet,Eletrônicos,2023-03-11,5,2000,10000.0,2023-01841
P002,Tablet,Eletrônicos,2023-03-12,3,3500,10500.0,
P004,Tablet,Acessórios,2023-03-12,1,50,50.0,2023-01843
P003,Tablet,Eletrônicos,2023-03-12,4,1500,6000.0,
P001,Tablet,Eletrônicos,2023-03-12,1,2000,2000.0,
P003,Tablet,Eletrônicos,2023-03-12,3,1500,4500.0,
P001,Tablet,Eletrônicos,,5,2000,10000.0,2023-01847
P005,Tablet,Acessórios,2023-03-12,1,100,100.0,2023-01848
P001,Tablet,Eletrônicos,2023-03-12,2,2000,4000.0,
P003,Tablet,Eletrônicos,2023-03-12,3,1500,4500.0,
P002,Tablet,Eletrônicos,,2,3500,7000.0,2023-01851
P002,Tablet,Eletrônicos,2023-03-12,4,3500,14000.0,
P005,Tablet,Acessórios,2023-03-12,2,100,200.0,
P001,Tablet,Eletrônicos,2023-03-12,4,2000,8000.0,
P004,Tablet,Acessórios,2023-03-12,5,50,250.0,
P005,Tablet,Acessórios,2023-03-12,4,100,400.0,
P005,Tablet,Acessórios,2023-03-12,-4,100,,2023-01857
P001,Tablet,Eletrônicos,2023-03-12,5,2000,10000.0,2023-01858
P001,Tablet,Eletrônicos,2023-03-12,4,2000,8000.0,
P004,Tablet,Acessórios,2023-03-12,3,50,150.0,
P003,Tablet,Eletrônicos,,3,1500,4500.0,
P005,Tablet,Acessórios,2023-03-12,2,100,200.0,2023-01862
P004,Tablet,Acessórios,2023-03-12,2,50,100.0,
P002,Tablet,Eletrônicos,2023-03-12,4,3500,14000.0,2023-01864
P001,Tablet,Eletrônicos,2023-03-12,5,2000,10000.0,
P003,Tablet,Eletrônicos,2023-03-12,5,1500,7500.0,
P001,Tablet,Eletrônicos,2023-03-12,2,2000,4000.0,2023-01867
P002,Tablet,Eletrônicos,2023-03-12,1,3500,3500.0,
P001,Tablet,Eletrônicos,2023-03-12,2,2000,4000.0,2023-01869
P001,Tablet,Eletrônicos,2023-03-12,4,2000,8000.0,
P005,Tablet,Acessórios,2023-03-12,5,100,500.0,
P002,Tablet,Eletrônicos,2023-03-12,3,3500,10500.0,
P003,Tablet,Eletrônicos,,4,1500,6000.0,
P002,Tablet,Eletrônicos,2023-03-13,4,3500,14000.0,2023-01874
P004,Tablet,Acessórios,2023-03-13,4,50,200.0,
P002,Tablet,Eletrônicos,2023-03-13,1,3500,3500.0,2023-01876
P001,Tablet,Eletrônicos,2023-03-13,5,2000,10000.0,
P005,Tablet,Acessórios,2023-03-13,4,100,400.0,
P005,Tablet,Acessórios,2023-03-13,3,100,,2023-01879
P004,Tablet,Acessórios,2023-03-13,5,50,250.0,
P004,Tablet,Acessórios,2023-03-13,2,50,100.0,
P003,Tablet,Eletrônicos,2023-03-13,2,1500,3000.0,
P001,Tablet,Eletrônicos,2023-03-13,2,2000,4000.0,
P004,Tablet,Acessórios,2023-03-13,4,50,200.0,2023-01884
P001,Tablet,Eletrônicos,2023-03-13,3,2000,6000.0,2023-01885
P004,Tablet,Acessórios,2023-03-13,-2,50,100.0,2023-01886
P005,Tablet,Acessórios,2023-03-13,3,100,300.0,
P003,Tablet,Eletrônicos,2023-03-13,2,1500,3000.0,2023-01888
P001,Tablet,Eletrônicos,,5,2000,10000.0,
P005,Tablet,Acessórios,2023-03-13,4,100,400.0,
P005,Tablet,Acessórios,2023-03-13,3,100,,
P004,Tablet,Acessórios,2023-03-13,1,50,50.0,2023-01892
P001,Tablet,Eletrônicos,2023-03-13,2,2000,4000.0,2023-01893
P004,Tablet,Acessórios,2023-03-13,5,50,250.0,2023-01894
P001,Tablet,Eletrônicos,2023-03-13,5,2000,10000.0,
P001,Tablet,Eletrônicos,2023-03-13,4,2000,8000.0,
P004,Tablet,Acessórios,2023-03-13,1,50,50.0,
P003,Tablet,Eletrônicos,2023-03-13,2,1500,3000.0,2023-01898
P002,Tablet,Eletrônicos,,1,3500,3500.0,2023-01899
P004,Tablet,Acessórios,2023-03-13,4,50,,
P004,Tablet,Acessórios,2023-03-13,4,50,200.0,
P004,Tablet,Acessórios,2023-03-13,2,50,,
P005,Tablet,Acessórios,2023-03-13,1,100,100.0,
P005,Tablet,Acessórios,,1,100,100.0,
P004,Tablet,Acessórios,2023-03-13,5,50,250.0,
P004,Tablet,Acessórios,2023-03-13,1,50,50.0,
P003,Tablet,Eletrônicos,2023-03-14,2,1500,3000.0,
P002,Tablet,Eletrônicos,2023-03-14,1,3500,3500.0,
P001,Tablet,Eletrônicos,2023-03-14,2,2000,4000.0,2023-01909
P004,Tablet,Acessórios,2023-03-14,4,50,200.0,2023-01910
P003,Tablet,Eletrônicos,2023-03-14,4,1500,6000.0,2023-01911
P002,Tablet,Eletrônicos,2023-03-14,5,3500,17500.0,
P001,Tablet,Eletrônicos,2023-03-14,4,2000,8000.0,
P003,Tablet,Eletrônicos,2023-03-14,1,1500,1500.0,
P001,Tablet,Eletrônicos,2023-03-14,1,2000,2000.0,
P003,Tablet,Eletrônicos,2023-03-14,5,1500,7500.0,
P002,Tablet,Eletrônicos,2023-03-14,3,3500,10500.0,2023-01917
P004,Tablet,Acessórios,2023-03-14,1,50,50.0,2023-01918
P001,Tablet,Eletrônicos,2023-03-14,1,2000,2000.0,
P001,Tablet,Eletrônicos,2023-03-14,1,2000,2000.0,
P004,Tablet,Acessórios,2023-03-14,3,50,150.0,
P005,Tablet,Acessórios,2023-03-14,4,100,400.0,
P003,Tablet,Eletrônicos,2023-03-14,5,1500,7500.0,
P005,Tablet,Acessórios,2023-03-14,5,100,500.0,2023-01924
P002,Tablet,Eletrônicos,2023-03-14,2,3500,7000.0,
P003,Tablet,Eletrônicos,2023-03-14,5,1500,7500.0,
P001,Tablet,Eletrônicos,2023-03-14,5,2000,10000.0,2023-01927
P004,Tablet,Acessórios,2023-03-14,3,50,150.0,2023-01928
P001,Tablet,Eletrônicos,2023-03-14,2,2000,4000.0,
P005,Tablet,Acessórios,2023-03-14,2,100,,
P004,Tablet,Acessórios,2023-03-14,1,50,50.0,2023-01931
P003,Tablet,Eletrônicos,2023-03-14,1,1500,1500.0,
P004,Tablet,Acessórios,2023-03-14,1,50,50.0,
P005,Tablet,Acessórios,2023-03-14,4,100,400.0,
P001,Tablet,Eletrônicos,2023-03-14,5,2000,10000.0,2023-01935
P001,Tablet,Eletrônicos,2023-03-14,5,2000,10000.0,
P002,Tablet,Eletrônicos,2023-03-14,3,3500,10500.0,
P005,Tablet,Acessórios,2023-03-15,5,100,500.0,
P004,Tablet,Acessórios,2023-03-15,3,50,150.0,2023-01939
P004,Tablet,Acessórios,2023-03-15,1,50,50.0,2023-01940
P003,Tablet,Eletrônicos,2023-03-15,3,1500,4500.0,2023-01941
P004,Tablet,Acessórios,2023-03-15,5,50,250.0,
P005,Tablet,Acessórios,2023-03-15,5,100,500.0,
P005,Tablet,Acessórios,,4,100,400.0,2023-01944
P002,Tablet,Eletrônicos,2023-03-15,4,3500,14000.0,2023-01945
P001,Tablet,Eletrônicos,2023-03-15,2,2000,4000.0,2023-01946
P001,Tablet,Eletrônicos,,1,2000,2000.0,2023-01947
P002,Tablet,Eletrônicos,2023-03-15,1,3500,3500.0,
P001,Tablet,Eletrônicos,2023-03-15,1,2000,2000.0,2023-01949
P003,Tablet,Eletrônicos,2023-03-15,4,1500,6000.0,
P001,Tablet,Eletrônicos,2023-03-15,2,2000,4000.0,
P003,Tablet,Eletrônicos,2023-03-15,4,1500,,
P004,Tablet,Acessórios,2023-03-15,3,50,,2023-01953
P005,Tablet,Acessórios,2023-03-15,3,100,300.0,
P003,Tablet,Eletrônicos,2023-03-15,1,1500,1500.0,2023-01955
P001,Tablet,Eletrônicos,2023-03-15,1,2000,2000.0,
P003,Tablet,Eletrônicos,2023-03-15,5,1500,7500.0,
P002,Tablet,Eletrônicos,2023-03-15,1,3500,3500.0,
P003,Tablet,Eletrônicos,2023-03-15,1,1500,1500.0,
P003,Tablet,Eletrônicos,2023-03-15,3,1500,4500.0,2023-01960
P003,Tablet,Eletrônicos,2023-03-15,1,1500,1500.0,
P004,Tablet,Acessórios,2023-03-15,5,50,250.0,
P002,Tablet,Eletrônicos,2023-03-15,2,3500,7000.0,
P005,Tablet,Acessórios,2023-03-15,2,100,200.0,
P005,Tablet,Acessórios,2023-03-15,5,100,500.0,2023-01965
P002,Tablet,Eletrônicos,2023-03-15,2,3500,7000.0,
P002,Tablet,Eletrônicos,2023-03-16,1,3500,3500.0,2023-01967
P002,Tablet,Eletrônicos,2023-03-16,4,3500,14000.0,
P004,Tablet,Acessórios,2023-03-16,1,50,50.0,2023-01969
P001,Tablet,Eletrônicos,2023-03-16,3,2000,6000.0,2023-01970
P003,Tablet,Eletrônicos,2023-03-16,1,1500,1500.0,2023-01971
P004,Tablet,Acessórios,2023-03-16,1,50,50.0,
P002,Tablet,Eletrônicos,2023-03-16,1,3500,3500.0,2023-01973
P001,Tablet,Eletrônicos,2023-03-16,5,2000,10000.0,
P003,Tablet,Eletrônicos,2023-03-16,1,1500,1500.0,
P002,Tablet,Eletrônicos,2023-03-16,1,3500,,
P005,Tablet,Acessórios,2023-03-16,2,100,200.0,2023-01977
P003,Tablet,Eletrônicos,2023-03-16,5,1500,7500.0,
P005,Tablet,Acessórios,2023-03-16,1,100,100.0,
P003,Tablet,Eletrônicos,2023-03-16,5,1500,7500.0,
P001,Tablet,Eletrônicos,2023-03-16,3,2000,6000.0,
P003,Tablet,Eletrônicos,2023-03-16,3,1500,4500.0,
P003,Tablet,Eletrônicos,2023-03-16,3,1500,4500.0,2023-01983
P003,Tablet,Eletrônicos,2023-03-16,4,1500,6000.0,
P003,Tablet,Eletrônicos,2023-03-16,2,1500,3000.0,
P005,Tablet,Acessórios,2023-03-16,5,100,500.0,
P004,Tablet,Acessórios,2023-03-16,4,50,200.0,2023-01987
P004,Tablet,Acessórios,2023-03-16,3,50,150.0,
P004,Tablet,Acessórios,2023-03-16,4,50,200.0,2023-01989
